Date : 2024-03-12 10:36:14
Directory : e:\MyDrive\my-drive
Total : 103 files,  7749 codes, 985 comments, 1133 blanks, all 9867 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\main\utils\cos                                                               |          2 |         21 |          0 |          8 |         29 |
| src\main\utils\http                                                              |          1 |         27 |          0 |          9 |         36 |
| src\preload                                                                      |          7 |        146 |         17 |         31 |        194 |
| src\preload (Files)                                                              |          2 |         39 |          8 |          5 |         52 |
| src\preload\api                                                                  |          4 |        106 |          9 |         25 |        140 |
| src\preload\api (Files)                                                          |          1 |          9 |          0 |          3 |         12 |
| src\preload\api\handle                                                           |          1 |         32 |          5 |          7 |         44 |
| src\preload\api\on                                                               |          2 |         65 |          4 |         15 |         84 |
| src\preload\typings                                                              |          1 |          1 |          0 |          1 |          2 |
| src\renderer                                                                     |         64 |      2,940 |        833 |        367 |      4,140 |
| src\renderer (Files)                                                             |          3 |         62 |         12 |          6 |         80 |
| src\renderer\src                                                                 |         61 |      2,878 |        821 |        361 |      4,060 |
| src\renderer\src (Files)                                                         |          2 |         32 |          0 |          8 |         40 |
| src\renderer\src\assets                                                          |          7 |        229 |         29 |         37 |        295 |
| src\renderer\src\assets (Files)                                                  |          1 |         34 |          0 |          1 |         35 |
| src\renderer\src\assets\css                                                      |          6 |        195 |         29 |         36 |        260 |
| src\renderer\src\components                                                      |          7 |        368 |          0 |         41 |        409 |
| src\renderer\src\components (Files)                                              |          1 |         12 |          0 |          3 |         15 |
| src\renderer\src\components\card                                                 |          1 |         43 |          0 |          3 |         46 |
| src\renderer\src\components\menu                                                 |          3 |        146 |          0 |         16 |        162 |
| src\renderer\src\components\pagination                                           |          1 |        139 |          0 |         16 |        155 |
| src\renderer\src\components\progress                                             |          1 |         28 |          0 |          3 |         31 |
| src\renderer\src\composables                                                     |          6 |         81 |         49 |         27 |        157 |
| src\renderer\src\composables (Files)                                             |          2 |         23 |          0 |          6 |         29 |
| src\renderer\src\composables\common                                              |          2 |         35 |          0 |          6 |         41 |
| src\renderer\src\composables\menu                                                |          1 |         23 |          0 |          5 |         28 |
| src\renderer\src\composables\server                                              |          1 |          0 |         49 |         10 |         59 |
| src\renderer\src\directive                                                       |          1 |         39 |         12 |         10 |         61 |
| src\renderer\src\layouts                                                         |          1 |          5 |          0 |          3 |          8 |
| src\renderer\src\layouts\common                                                  |          1 |          5 |          0 |          3 |          8 |
| src\renderer\src\plugins                                                         |          6 |        244 |          3 |         16 |        263 |
| src\renderer\src\plugins (Files)                                                 |          1 |         12 |          0 |          4 |         16 |
| src\renderer\src\plugins\i18n                                                    |          2 |        218 |          0 |          5 |        223 |
| src\renderer\src\plugins\pinia                                                   |          1 |          7 |          0 |          3 |         10 |
| src\renderer\src\plugins\style                                                   |          1 |          5 |          0 |          2 |          7 |
| src\renderer\src\plugins\terminal                                                |          1 |          2 |          3 |          2 |          7 |
| src\renderer\src\router                                                          |          1 |         79 |          6 |          4 |         89 |
| src\renderer\src\store                                                           |          3 |        231 |         46 |         34 |        311 |
| src\renderer\src\store (Files)                                                   |          1 |          2 |          0 |          1 |          3 |
| src\renderer\src\store\config                                                    |          1 |         83 |          5 |         15 |        103 |
| src\renderer\src\store\server                                                    |          1 |        146 |         41 |         18 |        205 |
| src\renderer\src\typings                                                         |          6 |         75 |          2 |         16 |         93 |
| src\renderer\src\utils                                                           |          6 |         93 |         11 |         21 |        125 |
| src\renderer\src\utils\img                                                       |          2 |         25 |          1 |          8 |         34 |
| src\renderer\src\utils\os                                                        |          1 |         17 |          1 |          3 |         21 |
| src\renderer\src\utils\size                                                      |          1 |         12 |          3 |          2 |         17 |
| src\renderer\src\utils\store                                                     |          1 |         10 |          1 |          3 |         14 |
| src\renderer\src\utils\time                                                      |          1 |         29 |          5 |          5 |         39 |
| src\renderer\src\views                                                           |         15 |      1,402 |        663 |        144 |      2,209 |
| src\renderer\src\views\firewall                                                  |          1 |         17 |          0 |          5 |         22 |
| src\renderer\src\views\home                                                      |          2 |        156 |          1 |         19 |        176 |
| src\renderer\src\views\home (Files)                                              |          1 |         57 |          1 |          5 |         63 |
| src\renderer\src\views\home\components                                           |          1 |         99 |          0 |         14 |        113 |
| src\renderer\src\views\index                                                     |          2 |        392 |        486 |         32 |        910 |
| src\renderer\src\views\index (Files)                                             |          1 |        202 |        244 |         16 |        462 |
| src\renderer\src\views\index\components                                          |          1 |        190 |        242 |         16 |        448 |
| src\renderer\src\views\log                                                       |          4 |        304 |          1 |         30 |        335 |
| src\renderer\src\views\log (Files)                                               |          1 |         47 |          1 |          5 |         53 |
| src\renderer\src\views\log\components                                            |          3 |        257 |          0 |         25 |        282 |
| src\renderer\src\views\setting                                                   |          3 |        212 |          0 |         24 |        236 |
| src\renderer\src\views\setting (Files)                                           |          1 |         58 |          0 |         11 |         69 |
| src\renderer\src\views\setting\components                                        |          2 |        154 |          0 |         13 |        167 |
| src\renderer\src\views\terminal                                                  |          2 |        313 |          1 |         27 |        341 |
| src\renderer\src\views\terminal (Files)                                          |          1 |        172 |          1 |         18 |        191 |
| src\renderer\src\views\terminal\components                                       |          1 |        141 |          0 |          9 |        150 |
| src\renderer\src\views\test                                                      |          1 |          8 |        174 |          7 |        189 |
+----------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                         | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| e:\MyDrive\my-drive\.eslintrc.cjs                                                | JavaScript         |         15 |          1 |          2 |         18 |
| e:\MyDrive\my-drive\.prettierignore                                              | Ignore             |          6 |          0 |          1 |          7 |
| e:\MyDrive\my-drive\.prettierrc.yaml                                             | YAML               |          4 |          0 |          1 |          5 |
| e:\MyDrive\my-drive\README.md                                                    | Markdown           |         22 |          0 |         13 |         35 |
| e:\MyDrive\my-drive\demo.js                                                      | JavaScript         |         24 |          0 |          5 |         29 |
| e:\MyDrive\my-drive\dev-app-update.yml                                           | YAML               |          3 |          0 |          1 |          4 |
| e:\MyDrive\my-drive\electron-builder.yml                                         | YAML               |         43 |          0 |          1 |         44 |
| e:\MyDrive\my-drive\electron.vite.config.ts                                      | TypeScript         |         21 |          0 |          2 |         23 |
| e:\MyDrive\my-drive\package.json                                                 | JSON               |         71 |          0 |          1 |         72 |
| e:\MyDrive\my-drive\pnpm-lock.yaml                                               | YAML               |      4,121 |          0 |        621 |      4,742 |
| e:\MyDrive\my-drive\src\main\index.ts                                            | TypeScript         |         51 |         31 |         13 |         95 |
| e:\MyDrive\my-drive\src\main\ipc\handle.ts                                       | TypeScript         |         26 |          8 |          7 |         41 |
| e:\MyDrive\my-drive\src\main\ipc\index.ts                                        | TypeScript         |          2 |          0 |          1 |          3 |
| e:\MyDrive\my-drive\src\main\ipc\on.ts                                           | TypeScript         |         82 |         11 |         10 |        103 |
| e:\MyDrive\my-drive\src\main\model\menu\index.ts                                 | TypeScript         |          9 |          0 |          5 |         14 |
| e:\MyDrive\my-drive\src\main\plugins\auto-import.ts                              | TypeScript         |          8 |          0 |          3 |         11 |
| e:\MyDrive\my-drive\src\main\plugins\componets.ts                                | TypeScript         |          8 |          0 |          3 |         11 |
| e:\MyDrive\my-drive\src\main\plugins\index.ts                                    | TypeScript         |          6 |          0 |          3 |          9 |
| e:\MyDrive\my-drive\src\main\store\index.ts                                      | TypeScript         |          3 |          0 |          3 |          6 |
| e:\MyDrive\my-drive\src\main\typings\ipc.d.ts                                    | TypeScript         |         10 |          1 |          4 |         15 |
| e:\MyDrive\my-drive\src\main\typings\menu.d.ts                                   | TypeScript         |          1 |          0 |          1 |          2 |
| e:\MyDrive\my-drive\src\main\utils\api\common\index.ts                           | TypeScript         |          6 |          0 |          3 |          9 |
| e:\MyDrive\my-drive\src\main\utils\api\index.ts                                  | TypeScript         |          4 |          0 |          1 |          5 |
| e:\MyDrive\my-drive\src\main\utils\api\log\index.ts                              | TypeScript         |         11 |          4 |          3 |         18 |
| e:\MyDrive\my-drive\src\main\utils\api\os\index.ts                               | TypeScript         |         10 |          4 |          3 |         17 |
| e:\MyDrive\my-drive\src\main\utils\api\ws\index.ts                               | TypeScript         |         15 |          8 |          4 |         27 |
| e:\MyDrive\my-drive\src\main\utils\cos\api.ts                                    | TypeScript         |          5 |          0 |          3 |          8 |
| e:\MyDrive\my-drive\src\main\utils\cos\index.ts                                  | TypeScript         |         16 |          0 |          5 |         21 |
| e:\MyDrive\my-drive\src\main\utils\http\index.ts                                 | TypeScript         |         27 |          0 |          9 |         36 |
| e:\MyDrive\my-drive\src\preload\api\handle\index.ts                              | TypeScript         |         32 |          5 |          7 |         44 |
| e:\MyDrive\my-drive\src\preload\api\index.ts                                     | TypeScript         |          9 |          0 |          3 |         12 |
| e:\MyDrive\my-drive\src\preload\api\on\context-menu.ts                           | TypeScript         |         30 |          4 |          5 |         39 |
| e:\MyDrive\my-drive\src\preload\api\on\index.ts                                  | TypeScript         |         35 |          0 |         10 |         45 |
| e:\MyDrive\my-drive\src\preload\index.d.ts                                       | TypeScript         |         24 |          2 |          2 |         28 |
| e:\MyDrive\my-drive\src\preload\index.ts                                         | TypeScript         |         15 |          6 |          3 |         24 |
| e:\MyDrive\my-drive\src\preload\typings\menu.d.ts                                | TypeScript         |          1 |          0 |          1 |          2 |
| e:\MyDrive\my-drive\src\renderer\auto-imports.d.ts                               | TypeScript         |          3 |          5 |          2 |         10 |
| e:\MyDrive\my-drive\src\renderer\components.d.ts                                 | TypeScript         |         44 |          5 |          2 |         51 |
| e:\MyDrive\my-drive\src\renderer\index.html                                      | HTML               |         15 |          2 |          2 |         19 |
| e:\MyDrive\my-drive\src\renderer\src\App.vue                                     | Vue                |         19 |          0 |          5 |         24 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\element-plus.scss                | SCSS               |         81 |          6 |         13 |        100 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\font.css                         | CSS                |         10 |          1 |          2 |         13 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\scrollbar.scss                   | SCSS               |         21 |          0 |          4 |         25 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\styles.css                       | CSS                |          9 |          3 |          6 |         18 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\theme.css                        | CSS                |         66 |         19 |          9 |         94 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\transition.css                   | CSS                |          8 |          0 |          2 |         10 |
| e:\MyDrive\my-drive\src\renderer\src\assets\icons.svg                            | SVG                |         34 |          0 |          1 |         35 |
| e:\MyDrive\my-drive\src\renderer\src\components\Versions.vue                     | Vue                |         12 |          0 |          3 |         15 |
| e:\MyDrive\my-drive\src\renderer\src\components\card\card.vue                    | Vue                |         43 |          0 |          3 |         46 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\left-menu.vue               | Vue                |         63 |          0 |          7 |         70 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\menu-item.vue               | Vue                |         69 |          0 |          6 |         75 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\menu.vue                    | Vue                |         14 |          0 |          3 |         17 |
| e:\MyDrive\my-drive\src\renderer\src\components\pagination\pagination-1.vue      | Vue                |        139 |          0 |         16 |        155 |
| e:\MyDrive\my-drive\src\renderer\src\components\progress\circle-progress.vue     | Vue                |         28 |          0 |          3 |         31 |
| e:\MyDrive\my-drive\src\renderer\src\composables\common\drag.ts                  | TypeScript         |         28 |          0 |          4 |         32 |
| e:\MyDrive\my-drive\src\renderer\src\composables\common\navigate-to-view.ts      | TypeScript         |          7 |          0 |          2 |          9 |
| e:\MyDrive\my-drive\src\renderer\src\composables\event-listener.ts               | TypeScript         |         10 |          0 |          3 |         13 |
| e:\MyDrive\my-drive\src\renderer\src\composables\menu\index.ts                   | TypeScript         |         23 |          0 |          5 |         28 |
| e:\MyDrive\my-drive\src\renderer\src\composables\mouse.ts                        | TypeScript         |         13 |          0 |          3 |         16 |
| e:\MyDrive\my-drive\src\renderer\src\composables\server\index.ts                 | TypeScript         |          0 |         49 |         10 |         59 |
| e:\MyDrive\my-drive\src\renderer\src\directive\code-line.ts                      | TypeScript         |         39 |         12 |         10 |         61 |
| e:\MyDrive\my-drive\src\renderer\src\layouts\common\common-layouts.vue           | Vue                |          5 |          0 |          3 |          8 |
| e:\MyDrive\my-drive\src\renderer\src\main.ts                                     | TypeScript         |         13 |          0 |          3 |         16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\i18n\index.json                     | JSON               |        206 |          0 |          1 |        207 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\i18n\index.ts                       | TypeScript         |         12 |          0 |          4 |         16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\index.ts                            | TypeScript         |         12 |          0 |          4 |         16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\pinia\index.ts                      | TypeScript         |          7 |          0 |          3 |         10 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\style\index.ts                      | TypeScript         |          5 |          0 |          2 |          7 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\terminal\index.ts                   | TypeScript         |          2 |          3 |          2 |          7 |
| e:\MyDrive\my-drive\src\renderer\src\router\index.ts                             | TypeScript         |         79 |          6 |          4 |         89 |
| e:\MyDrive\my-drive\src\renderer\src\store\config\index.ts                       | TypeScript         |         83 |          5 |         15 |        103 |
| e:\MyDrive\my-drive\src\renderer\src\store\index.ts                              | TypeScript         |          2 |          0 |          1 |          3 |
| e:\MyDrive\my-drive\src\renderer\src\store\server\server-info.ts                 | TypeScript         |        146 |         41 |         18 |        205 |
| e:\MyDrive\my-drive\src\renderer\src\typings\cos.d.ts                            | TypeScript         |          9 |          0 |          2 |         11 |
| e:\MyDrive\my-drive\src\renderer\src\typings\env.d.ts                            | TypeScript         |          5 |          2 |          2 |          9 |
| e:\MyDrive\my-drive\src\renderer\src\typings\menu.d.ts                           | TypeScript         |          3 |          0 |          1 |          4 |
| e:\MyDrive\my-drive\src\renderer\src\typings\os.d.ts                             | TypeScript         |         46 |          0 |          6 |         52 |
| e:\MyDrive\my-drive\src\renderer\src\typings\setting.d.ts                        | TypeScript         |          3 |          0 |          3 |          6 |
| e:\MyDrive\my-drive\src\renderer\src\typings\vue-router.d.ts                     | TypeScript         |          9 |          0 |          2 |         11 |
| e:\MyDrive\my-drive\src\renderer\src\utils\img\img.ts                            | TypeScript         |          9 |          0 |          2 |         11 |
| e:\MyDrive\my-drive\src\renderer\src\utils\img\index.ts                          | TypeScript         |         16 |          1 |          6 |         23 |
| e:\MyDrive\my-drive\src\renderer\src\utils\os\index.ts                           | TypeScript         |         17 |          1 |          3 |         21 |
| e:\MyDrive\my-drive\src\renderer\src\utils\size\index.ts                         | TypeScript         |         12 |          3 |          2 |         17 |
| e:\MyDrive\my-drive\src\renderer\src\utils\store\index.ts                        | TypeScript         |         10 |          1 |          3 |         14 |
| e:\MyDrive\my-drive\src\renderer\src\utils\time\index.ts                         | TypeScript         |         29 |          5 |          5 |         39 |
| e:\MyDrive\my-drive\src\renderer\src\views\firewall\firewall.vue                 | Vue                |         17 |          0 |          5 |         22 |
| e:\MyDrive\my-drive\src\renderer\src\views\home\components\header.vue            | Vue                |         99 |          0 |         14 |        113 |
| e:\MyDrive\my-drive\src\renderer\src\views\home\home.vue                         | Vue                |         57 |          1 |          5 |         63 |
| e:\MyDrive\my-drive\src\renderer\src\views\index\components\network-chart.vue    | Vue                |        190 |        242 |         16 |        448 |
| e:\MyDrive\my-drive\src\renderer\src\views\index\index.vue                       | Vue                |        202 |        244 |         16 |        462 |
| e:\MyDrive\my-drive\src\renderer\src\views\log\components\mysql-log.vue          | Vue                |         96 |          0 |         11 |        107 |
| e:\MyDrive\my-drive\src\renderer\src\views\log\components\nginx-log.vue          | Vue                |        156 |          0 |         11 |        167 |
| e:\MyDrive\my-drive\src\renderer\src\views\log\components\redis-log.vue          | Vue                |          5 |          0 |          3 |          8 |
| e:\MyDrive\my-drive\src\renderer\src\views\log\log.vue                           | Vue                |         47 |          1 |          5 |         53 |
| e:\MyDrive\my-drive\src\renderer\src\views\setting\components\common.vue         | Vue                |         67 |          0 |          6 |         73 |
| e:\MyDrive\my-drive\src\renderer\src\views\setting\components\personal.vue       | Vue                |         87 |          0 |          7 |         94 |
| e:\MyDrive\my-drive\src\renderer\src\views\setting\setting.vue                   | Vue                |         58 |          0 |         11 |         69 |
| e:\MyDrive\my-drive\src\renderer\src\views\terminal\components\terminal-item.vue | Vue                |        141 |          0 |          9 |        150 |
| e:\MyDrive\my-drive\src\renderer\src\views\terminal\terminal.vue                 | Vue                |        172 |          1 |         18 |        191 |
| e:\MyDrive\my-drive\src\renderer\src\views\test\test.vue                         | Vue                |          8 |        174 |          7 |        189 |
| e:\MyDrive\my-drive\tsconfig.json                                                | JSON with Comments |         11 |          0 |          1 |         12 |
| e:\MyDrive\my-drive\tsconfig.node.json                                           | JSON               |         14 |         26 |          1 |         41 |
| e:\MyDrive\my-drive\tsconfig.web.json                                            | JSON               |          8 |         41 |          1 |         50 |
| Total                                                                            |                    |      7,749 |        985 |      1,133 |      9,867 |
+----------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
